product_id,name,category,brand,price,description,rating,review_count,image_url
20,Google Pixel 8 Lite 2024,Mobiles,Google,107899,Experience premium quality with Google's Google Pixel 8 Lite 2024. Top rated by users. Specs: 128GB Storage | 8GB RAM | 50MP Camera | 5000mAh Battery.,3.6,342,https://images.unsplash.com/photo-ZHrVk_KPiJU?auto=format&fit=crop&w=300&q=80
21,Xiaomi Galaxy S24 5G 2025,Mobiles,Xiaomi,140299,Get the best value with Xiaomi Galaxy S24 5G 2025. Perfect for everyday use. Includes 128GB Storage | 8GB RAM | 50MP Camera | 5000mAh Battery.,4.1,101,https://images.unsplash.com/photo-Rv2kTIuya_I?auto=format&fit=crop&w=300&q=80
22,Xiaomi GT Fold,Mobiles,Xiaomi,100399,Experience premium quality with Xiaomi's Xiaomi GT Fold. Top rated by users. Specs: 512GB Storage | 12GB RAM | 50MP Camera | 5000mAh Battery.,4.9,1373,https://images.unsplash.com/photo-ZHrVk_KPiJU?auto=format&fit=crop&w=300&q=80
23,Xiaomi iPhone 15 Lite,Mobiles,Xiaomi,78899,High performance Mobiles designed for enthusiasts. Lite features included.,3.6,12,https://images.unsplash.com/photo-Rv2kTIuya_I?auto=format&fit=crop&w=300&q=80
24,Apple iPhone 15 Lite,Mobiles,Apple,134199,Experience premium quality with Apple's Apple iPhone 15 Lite. Top rated by users. Specs: 512GB Storage | 12GB RAM | 50MP Camera | 5000mAh Battery.,3.2,1304,https://images.unsplash.com/photo-ZHrVk_KPiJU?auto=format&fit=crop&w=300&q=80
25,Apple Nord Flip,Mobiles,Apple,73599,Experience premium quality with Apple's Apple Nord Flip. Top rated by users. Specs: 256GB Storage | 12GB RAM | 50MP Camera | 5000mAh Battery.,3.3,45,https://images.unsplash.com/photo-Rv2kTIuya_I?auto=format&fit=crop&w=300&q=80
26,Samsung iPhone 15 Max 2024,Mobiles,Samsung,24899,High performance Mobiles designed for enthusiasts. Max features included.,3.8,1508,https://images.unsplash.com/photo-ZHrVk_KPiJU?auto=format&fit=crop&w=300&q=80
27,OnePlus iPhone 15 Fold 2024,Mobiles,OnePlus,20599,High performance Mobiles designed for enthusiasts. Fold features included.,4.2,1641,https://images.unsplash.com/photo-Rv2kTIuya_I?auto=format&fit=crop&w=300&q=80
28,Apple GT Fold 2025,Mobiles,Apple,126799,The new Apple GT Fold 2025 from Apple is a game changer. Features: 512GB Storage | 12GB RAM | 50MP Camera | 5000mAh Battery.,4.3,895,https://images.unsplash.com/photo-Rv2kTIuya_I?auto=format&fit=crop&w=300&q=80
29,OnePlus Redmi Note 5G 2024,Mobiles,OnePlus,115499,Get the best value with OnePlus Redmi Note 5G 2024. Perfect for everyday use. Includes 512GB Storage | 8GB RAM | 50MP Camera | 5000mAh Battery.,4.1,507,https://images.unsplash.com/photo-uFyioIkaep8?auto=format&fit=crop&w=300&q=80
30,OnePlus iPhone 15 5G 2024,Mobiles,OnePlus,63599,Experience premium quality with OnePlus's OnePlus iPhone 15 5G 2024. Top rated by users. Specs: 512GB Storage | 8GB RAM | 50MP Camera | 5000mAh Battery.,4.4,1646,https://images.unsplash.com/photo-uFyioIkaep8?auto=format&fit=crop&w=300&q=80
31,OnePlus Galaxy S24 Pro 2024,Mobiles,OnePlus,112799,Get the best value with OnePlus Galaxy S24 Pro 2024. Perfect for everyday use. Includes 256GB Storage | 8GB RAM | 50MP Camera | 5000mAh Battery.,3.2,1776,https://images.unsplash.com/photo-ZHrVk_KPiJU?auto=format&fit=crop&w=300&q=80
32,Samsung Redmi Note Pro 2025,Mobiles,Samsung,89499,High performance Mobiles designed for enthusiasts. Pro features included.,3.4,623,https://images.unsplash.com/photo-uFyioIkaep8?auto=format&fit=crop&w=300&q=80
33,OnePlus iPhone 15 Ultra 2025,Mobiles,OnePlus,35999,"Stylish and durable, the OnePlus iPhone 15 Ultra 2025 is a must-have. Comes with 128GB Storage | 12GB RAM | 50MP Camera | 5000mAh Battery.",4.4,1221,https://images.unsplash.com/photo-ZHrVk_KPiJU?auto=format&fit=crop&w=300&q=80
34,Xiaomi iPhone 15 Max,Mobiles,Xiaomi,64299,Get the best value with Xiaomi iPhone 15 Max. Perfect for everyday use. Includes 512GB Storage | 12GB RAM | 50MP Camera | 5000mAh Battery.,4.3,1732,https://images.unsplash.com/photo-uFyioIkaep8?auto=format&fit=crop&w=300&q=80
35,Google Redmi Note Pro 2025,Mobiles,Google,28799,Experience premium quality with Google's Google Redmi Note Pro 2025. Top rated by users. Specs: 512GB Storage | 12GB RAM | 50MP Camera | 5000mAh Battery.,4.6,1752,https://images.unsplash.com/photo-Rv2kTIuya_I?auto=format&fit=crop&w=300&q=80
36,Google iPhone 15 Pro,Mobiles,Google,57299,The new Google iPhone 15 Pro from Google is a game changer. Features: 256GB Storage | 12GB RAM | 50MP Camera | 5000mAh Battery.,4.3,314,https://images.unsplash.com/photo-ZHrVk_KPiJU?auto=format&fit=crop&w=300&q=80
37,Realme Nord Lite 2024,Mobiles,Realme,108299,"Stylish and durable, the Realme Nord Lite 2024 is a must-have. Comes with 512GB Storage | 12GB RAM | 50MP Camera | 5000mAh Battery.",4.4,1304,https://images.unsplash.com/photo-ZHrVk_KPiJU?auto=format&fit=crop&w=300&q=80
38,Realme Galaxy S24 5G,Mobiles,Realme,47499,Experience premium quality with Realme's Realme Galaxy S24 5G. Top rated by users. Specs: 128GB Storage | 8GB RAM | 50MP Camera | 5000mAh Battery.,4.9,1428,https://images.unsplash.com/photo-ZHrVk_KPiJU?auto=format&fit=crop&w=300&q=80
39,Google GT Lite,Mobiles,Google,74599,The new Google GT Lite from Google is a game changer. Features: 256GB Storage | 8GB RAM | 50MP Camera | 5000mAh Battery.,3.4,500,https://images.unsplash.com/photo-ZHrVk_KPiJU?auto=format&fit=crop&w=300&q=80
40,Samsung GT Lite,Mobiles,Samsung,15899,High performance Mobiles designed for enthusiasts. Lite features included.,4.7,42,https://images.unsplash.com/photo-uFyioIkaep8?auto=format&fit=crop&w=300&q=80
41,Asus Spectre Gaming 2024,Laptops,Asus,144299,Get the best value with Asus Spectre Gaming 2024. Perfect for everyday use. Includes i5 Processor | 16GB RAM | 1TB SSD | 14-inch Display.,3.8,1407,https://images.unsplash.com/photo-UIgiD10aTOk?auto=format&fit=crop&w=300&q=80
42,Acer XPS Gaming 2025,Laptops,Acer,81999,High performance Laptops designed for enthusiasts. Gaming features included.,3.2,127,https://images.unsplash.com/photo-7Zvf8045-Qo?auto=format&fit=crop&w=300&q=80
43,HP Spectre Convertible 2024,Laptops,HP,234499,Experience premium quality with HP's HP Spectre Convertible 2024. Top rated by users. Specs: M3 Processor | 16GB RAM | 1TB SSD | 14-inch Display.,4.2,858,https://images.unsplash.com/photo-UIgiD10aTOk?auto=format&fit=crop&w=300&q=80
44,Apple ThinkPad Business,Laptops,Apple,239199,The new Apple ThinkPad Business from Apple is a game changer. Features: i7 Processor | 16GB RAM | 1TB SSD | 14-inch Display.,3.7,570,https://images.unsplash.com/photo-7Zvf8045-Qo?auto=format&fit=crop&w=300&q=80
45,Dell ThinkPad Convertible 2025,Laptops,Dell,79099,Get the best value with Dell ThinkPad Convertible 2025. Perfect for everyday use. Includes M3 Processor | 16GB RAM | 1TB SSD | 14-inch Display.,3.0,1116,https://images.unsplash.com/photo-UIgiD10aTOk?auto=format&fit=crop&w=300&q=80
46,Asus XPS Pro 2024,Laptops,Asus,74899,Get the best value with Asus XPS Pro 2024. Perfect for everyday use. Includes i7 Processor | 16GB RAM | 1TB SSD | 14-inch Display.,4.7,1742,https://images.unsplash.com/photo-UIgiD10aTOk?auto=format&fit=crop&w=300&q=80
47,HP ROG Ultrabook 2025,Laptops,HP,124699,Get the best value with HP ROG Ultrabook 2025. Perfect for everyday use. Includes i9 Processor | 16GB RAM | 1TB SSD | 14-inch Display.,4.0,1542,https://images.unsplash.com/photo-7Zvf8045-Qo?auto=format&fit=crop&w=300&q=80
48,Acer Spectre Ultrabook,Laptops,Acer,196599,Get the best value with Acer Spectre Ultrabook. Perfect for everyday use. Includes i7 Processor | 16GB RAM | 1TB SSD | 14-inch Display.,3.2,1144,https://images.unsplash.com/photo-nVqRBcNBsno?auto=format&fit=crop&w=300&q=80
49,Asus XPS Convertible,Laptops,Asus,138899,Get the best value with Asus XPS Convertible. Perfect for everyday use. Includes M3 Processor | 16GB RAM | 1TB SSD | 14-inch Display.,4.1,704,https://images.unsplash.com/photo-7Zvf8045-Qo?auto=format&fit=crop&w=300&q=80
50,Apple MacBook Ultrabook,Laptops,Apple,125499,High performance Laptops designed for enthusiasts. Ultrabook features included.,3.1,1426,https://images.unsplash.com/photo-7Zvf8045-Qo?auto=format&fit=crop&w=300&q=80
51,Dell XPS Gaming,Laptops,Dell,208599,Experience premium quality with Dell's Dell XPS Gaming. Top rated by users. Specs: i9 Processor | 16GB RAM | 1TB SSD | 14-inch Display.,4.7,1501,https://images.unsplash.com/photo-UIgiD10aTOk?auto=format&fit=crop&w=300&q=80
52,Acer ROG Pro,Laptops,Acer,200799,Experience premium quality with Acer's Acer ROG Pro. Top rated by users. Specs: i9 Processor | 16GB RAM | 1TB SSD | 14-inch Display.,4.9,1876,https://images.unsplash.com/photo-UIgiD10aTOk?auto=format&fit=crop&w=300&q=80
53,Asus XPS Business 2024,Laptops,Asus,158699,High performance Laptops designed for enthusiasts. Business features included.,4.1,1661,https://images.unsplash.com/photo-nVqRBcNBsno?auto=format&fit=crop&w=300&q=80
54,Lenovo XPS Ultrabook 2024,Laptops,Lenovo,84499,Experience premium quality with Lenovo's Lenovo XPS Ultrabook 2024. Top rated by users. Specs: i5 Processor | 16GB RAM | 1TB SSD | 14-inch Display.,3.0,424,https://images.unsplash.com/photo-nVqRBcNBsno?auto=format&fit=crop&w=300&q=80
55,Asus MacBook Pro,Laptops,Asus,75599,Get the best value with Asus MacBook Pro. Perfect for everyday use. Includes i7 Processor | 16GB RAM | 1TB SSD | 14-inch Display.,4.5,1450,https://images.unsplash.com/photo-UIgiD10aTOk?auto=format&fit=crop&w=300&q=80
56,Dell XPS Convertible,Laptops,Dell,177699,Get the best value with Dell XPS Convertible. Perfect for everyday use. Includes i7 Processor | 16GB RAM | 1TB SSD | 14-inch Display.,4.9,1304,https://images.unsplash.com/photo-7Zvf8045-Qo?auto=format&fit=crop&w=300&q=80
57,Lenovo MacBook Business 2024,Laptops,Lenovo,117399,The new Lenovo MacBook Business 2024 from Lenovo is a game changer. Features: i7 Processor | 16GB RAM | 1TB SSD | 14-inch Display.,3.3,1882,https://images.unsplash.com/photo-UIgiD10aTOk?auto=format&fit=crop&w=300&q=80
58,Dell ROG Air,Laptops,Dell,180599,High performance Laptops designed for enthusiasts. Air features included.,4.7,1669,https://images.unsplash.com/photo-nVqRBcNBsno?auto=format&fit=crop&w=300&q=80
59,HP MacBook Gaming 2024,Laptops,HP,240699,Experience premium quality with HP's HP MacBook Gaming 2024. Top rated by users. Specs: M3 Processor | 16GB RAM | 1TB SSD | 14-inch Display.,3.4,1097,https://images.unsplash.com/photo-7Zvf8045-Qo?auto=format&fit=crop&w=300&q=80
60,Dell ROG Convertible 2025,Laptops,Dell,34099,High performance Laptops designed for enthusiasts. Convertible features included.,4.8,206,https://images.unsplash.com/photo-nVqRBcNBsno?auto=format&fit=crop&w=300&q=80
61,Asus MacBook Pro 2025,Laptops,Asus,208399,The new Asus MacBook Pro 2025 from Asus is a game changer. Features: i5 Processor | 16GB RAM | 1TB SSD | 14-inch Display.,4.3,1808,https://images.unsplash.com/photo-nVqRBcNBsno?auto=format&fit=crop&w=300&q=80
62,Dell ROG Gaming 2025,Laptops,Dell,139499,Experience premium quality with Dell's Dell ROG Gaming 2025. Top rated by users. Specs: i7 Processor | 16GB RAM | 1TB SSD | 14-inch Display.,3.8,506,https://images.unsplash.com/photo-nVqRBcNBsno?auto=format&fit=crop&w=300&q=80
63,Dell MacBook Ultrabook,Laptops,Dell,105499,Experience premium quality with Dell's Dell MacBook Ultrabook. Top rated by users. Specs: M3 Processor | 16GB RAM | 1TB SSD | 14-inch Display.,4.9,1839,https://images.unsplash.com/photo-nVqRBcNBsno?auto=format&fit=crop&w=300&q=80
64,Apple ROG Pro,Laptops,Apple,186699,The new Apple ROG Pro from Apple is a game changer. Features: i5 Processor | 16GB RAM | 1TB SSD | 14-inch Display.,4.6,1313,https://images.unsplash.com/photo-7Zvf8045-Qo?auto=format&fit=crop&w=300&q=80
65,Lenovo ThinkPad Pro 2024,Laptops,Lenovo,233999,Get the best value with Lenovo ThinkPad Pro 2024. Perfect for everyday use. Includes i9 Processor | 16GB RAM | 1TB SSD | 14-inch Display.,3.1,1801,https://images.unsplash.com/photo-7Zvf8045-Qo?auto=format&fit=crop&w=300&q=80
66,Asus MacBook Ultrabook,Laptops,Asus,213999,High performance Laptops designed for enthusiasts. Ultrabook features included.,3.2,1320,https://images.unsplash.com/photo-nVqRBcNBsno?auto=format&fit=crop&w=300&q=80
67,Apple MacBook Gaming,Laptops,Apple,130499,Get the best value with Apple MacBook Gaming. Perfect for everyday use. Includes i9 Processor | 16GB RAM | 1TB SSD | 14-inch Display.,3.3,1573,https://images.unsplash.com/photo-UIgiD10aTOk?auto=format&fit=crop&w=300&q=80
68,Dell ROG Business,Laptops,Dell,213099,Get the best value with Dell ROG Business. Perfect for everyday use. Includes i9 Processor | 16GB RAM | 1TB SSD | 14-inch Display.,4.1,1786,https://images.unsplash.com/photo-7Zvf8045-Qo?auto=format&fit=crop&w=300&q=80
69,Asus Swift Business 2025,Laptops,Asus,162599,The new Asus Swift Business 2025 from Asus is a game changer. Features: M3 Processor | 16GB RAM | 1TB SSD | 14-inch Display.,4.3,356,https://images.unsplash.com/photo-nVqRBcNBsno?auto=format&fit=crop&w=300&q=80
70,Asus Spectre Pro 2024,Laptops,Asus,98099,"Stylish and durable, the Asus Spectre Pro 2024 is a must-have. Comes with i9 Processor | 16GB RAM | 1TB SSD | 14-inch Display.",4.4,956,https://images.unsplash.com/photo-nVqRBcNBsno?auto=format&fit=crop&w=300&q=80
71,Apple ROG Convertible,Laptops,Apple,78299,Get the best value with Apple ROG Convertible. Perfect for everyday use. Includes i9 Processor | 16GB RAM | 1TB SSD | 14-inch Display.,4.1,161,https://images.unsplash.com/photo-nVqRBcNBsno?auto=format&fit=crop&w=300&q=80
72,Apple Swift Pro,Laptops,Apple,164699,Get the best value with Apple Swift Pro. Perfect for everyday use. Includes i7 Processor | 16GB RAM | 1TB SSD | 14-inch Display.,3.7,76,https://images.unsplash.com/photo-nVqRBcNBsno?auto=format&fit=crop&w=300&q=80
73,Asus Swift Pro,Laptops,Asus,136299,"Stylish and durable, the Asus Swift Pro is a must-have. Comes with i9 Processor | 16GB RAM | 1TB SSD | 14-inch Display.",4.5,347,https://images.unsplash.com/photo-UIgiD10aTOk?auto=format&fit=crop&w=300&q=80
74,Asus MacBook Business 2024,Laptops,Asus,112799,High performance Laptops designed for enthusiasts. Business features included.,3.1,486,https://images.unsplash.com/photo-nVqRBcNBsno?auto=format&fit=crop&w=300&q=80
75,HP MacBook Air 2025,Laptops,HP,209899,High performance Laptops designed for enthusiasts. Air features included.,3.4,1021,https://images.unsplash.com/photo-7Zvf8045-Qo?auto=format&fit=crop&w=300&q=80
76,Asus Swift Ultrabook 2024,Laptops,Asus,91299,High performance Laptops designed for enthusiasts. Ultrabook features included.,4.3,137,https://images.unsplash.com/photo-UIgiD10aTOk?auto=format&fit=crop&w=300&q=80
77,Acer Spectre Ultrabook 2024,Laptops,Acer,194399,Experience premium quality with Acer's Acer Spectre Ultrabook 2024. Top rated by users. Specs: M3 Processor | 16GB RAM | 1TB SSD | 14-inch Display.,4.3,10,https://images.unsplash.com/photo-UIgiD10aTOk?auto=format&fit=crop&w=300&q=80
78,Asus ROG Pro 2024,Laptops,Asus,196499,Get the best value with Asus ROG Pro 2024. Perfect for everyday use. Includes i5 Processor | 16GB RAM | 1TB SSD | 14-inch Display.,4.9,1812,https://images.unsplash.com/photo-UIgiD10aTOk?auto=format&fit=crop&w=300&q=80
79,Apple ThinkPad Pro 2024,Laptops,Apple,93999,Get the best value with Apple ThinkPad Pro 2024. Perfect for everyday use. Includes i7 Processor | 16GB RAM | 1TB SSD | 14-inch Display.,4.1,879,https://images.unsplash.com/photo-nVqRBcNBsno?auto=format&fit=crop&w=300&q=80
80,Asus Spectre Pro,Laptops,Asus,206899,Experience premium quality with Asus's Asus Spectre Pro. Top rated by users. Specs: i7 Processor | 16GB RAM | 1TB SSD | 14-inch Display.,3.5,528,https://images.unsplash.com/photo-nVqRBcNBsno?auto=format&fit=crop&w=300&q=80
81,JBL QuietComfort Studio 2024,Headphones,JBL,11299,"Stylish and durable, the JBL QuietComfort Studio 2024 is a must-have. Comes with 30h Battery | Active Noise Cancellation | Bluetooth 5.3.",3.2,988,https://images.unsplash.com/photo-wjEcEOI8rWg?auto=format&fit=crop&w=300&q=80
82,JBL WH-1000XM5 True Wireless,Headphones,JBL,17099,High performance Headphones designed for enthusiasts. True Wireless features included.,3.9,133,https://images.unsplash.com/photo-eiGjG_n4BrU?auto=format&fit=crop&w=300&q=80
83,Sony Studio3 Noise-Cancelling 2025,Headphones,Sony,9199,Get the best value with Sony Studio3 Noise-Cancelling 2025. Perfect for everyday use. Includes 30h Battery | Active Noise Cancellation | Bluetooth 5.3.,3.7,1252,https://images.unsplash.com/photo-wjEcEOI8rWg?auto=format&fit=crop&w=300&q=80
84,Apple WH-1000XM5 Bass,Headphones,Apple,18399,"Stylish and durable, the Apple WH-1000XM5 Bass is a must-have. Comes with 30h Battery | Active Noise Cancellation | Bluetooth 5.3.",4.6,275,https://images.unsplash.com/photo-eiGjG_n4BrU?auto=format&fit=crop&w=300&q=80
85,Apple WH-1000XM5 Bass 2025,Headphones,Apple,19099,Experience premium quality with Apple's Apple WH-1000XM5 Bass 2025. Top rated by users. Specs: 30h Battery | Active Noise Cancellation | Bluetooth 5.3.,4.9,1730,https://images.unsplash.com/photo-eiGjG_n4BrU?auto=format&fit=crop&w=300&q=80
86,Apple Tune Noise-Cancelling,Headphones,Apple,11799,Experience premium quality with Apple's Apple Tune Noise-Cancelling. Top rated by users. Specs: 30h Battery | Active Noise Cancellation | Bluetooth 5.3.,3.5,185,https://images.unsplash.com/photo-wjEcEOI8rWg?auto=format&fit=crop&w=300&q=80
87,Beats Tune True Wireless,Headphones,Beats,7899,Get the best value with Beats Tune True Wireless. Perfect for everyday use. Includes 30h Battery | Active Noise Cancellation | Bluetooth 5.3.,4.0,431,https://images.unsplash.com/photo-JphZSKMy2qA?auto=format&fit=crop&w=300&q=80
88,Sennheiser WH-1000XM5 Studio 2024,Headphones,Sennheiser,8599,"Stylish and durable, the Sennheiser WH-1000XM5 Studio 2024 is a must-have. Comes with 30h Battery | Active Noise Cancellation | Bluetooth 5.3.",4.2,1481,https://images.unsplash.com/photo-eiGjG_n4BrU?auto=format&fit=crop&w=300&q=80
89,Beats Momentum Noise-Cancelling 2025,Headphones,Beats,29999,High performance Headphones designed for enthusiasts. Noise-Cancelling features included.,3.1,485,https://images.unsplash.com/photo-JphZSKMy2qA?auto=format&fit=crop&w=300&q=80
90,JBL Studio3 Bass 2024,Headphones,JBL,10399,Experience premium quality with JBL's JBL Studio3 Bass 2024. Top rated by users. Specs: 30h Battery | Active Noise Cancellation | Bluetooth 5.3.,4.7,489,https://images.unsplash.com/photo-wjEcEOI8rWg?auto=format&fit=crop&w=300&q=80
91,JBL WH-1000XM5 Studio 2024,Headphones,JBL,8199,Experience premium quality with JBL's JBL WH-1000XM5 Studio 2024. Top rated by users. Specs: 30h Battery | Active Noise Cancellation | Bluetooth 5.3.,3.3,986,https://images.unsplash.com/photo-eiGjG_n4BrU?auto=format&fit=crop&w=300&q=80
92,Sony Momentum Noise-Cancelling,Headphones,Sony,9199,"Stylish and durable, the Sony Momentum Noise-Cancelling is a must-have. Comes with 30h Battery | Active Noise Cancellation | Bluetooth 5.3.",4.6,446,https://images.unsplash.com/photo-wjEcEOI8rWg?auto=format&fit=crop&w=300&q=80
93,Apple QuietComfort Wireless 2024,Headphones,Apple,20999,Experience premium quality with Apple's Apple QuietComfort Wireless 2024. Top rated by users. Specs: 30h Battery | Active Noise Cancellation | Bluetooth 5.3.,3.9,1124,https://images.unsplash.com/photo-JphZSKMy2qA?auto=format&fit=crop&w=300&q=80
94,Beats WH-1000XM5 Studio,Headphones,Beats,23799,"Stylish and durable, the Beats WH-1000XM5 Studio is a must-have. Comes with 30h Battery | Active Noise Cancellation | Bluetooth 5.3.",4.3,656,https://images.unsplash.com/photo-wjEcEOI8rWg?auto=format&fit=crop&w=300&q=80
95,Bose QuietComfort Studio,Headphones,Bose,32399,"Stylish and durable, the Bose QuietComfort Studio is a must-have. Comes with 30h Battery | Active Noise Cancellation | Bluetooth 5.3.",3.5,1456,https://images.unsplash.com/photo-JphZSKMy2qA?auto=format&fit=crop&w=300&q=80
96,Apple WH-1000XM5 Studio,Headphones,Apple,33799,Get the best value with Apple WH-1000XM5 Studio. Perfect for everyday use. Includes 30h Battery | Active Noise Cancellation | Bluetooth 5.3.,4.0,728,https://images.unsplash.com/photo-wjEcEOI8rWg?auto=format&fit=crop&w=300&q=80
97,JBL Tune Wireless 2024,Headphones,JBL,34399,Experience premium quality with JBL's JBL Tune Wireless 2024. Top rated by users. Specs: 30h Battery | Active Noise Cancellation | Bluetooth 5.3.,3.2,393,https://images.unsplash.com/photo-wjEcEOI8rWg?auto=format&fit=crop&w=300&q=80
98,JBL QuietComfort Wireless,Headphones,JBL,17599,The new JBL QuietComfort Wireless from JBL is a game changer. Features: 30h Battery | Active Noise Cancellation | Bluetooth 5.3.,4.1,1669,https://images.unsplash.com/photo-eiGjG_n4BrU?auto=format&fit=crop&w=300&q=80
99,JBL QuietComfort True Wireless,Headphones,JBL,9499,"Stylish and durable, the JBL QuietComfort True Wireless is a must-have. Comes with 30h Battery | Active Noise Cancellation | Bluetooth 5.3.",3.4,1159,https://images.unsplash.com/photo-eiGjG_n4BrU?auto=format&fit=crop&w=300&q=80
100,Apple Studio3 Studio,Headphones,Apple,22799,The new Apple Studio3 Studio from Apple is a game changer. Features: 30h Battery | Active Noise Cancellation | Bluetooth 5.3.,4.7,212,https://images.unsplash.com/photo-JphZSKMy2qA?auto=format&fit=crop&w=300&q=80
101,Apple AirPods True Wireless,Headphones,Apple,3699,Experience premium quality with Apple's Apple AirPods True Wireless. Top rated by users. Specs: 30h Battery | Active Noise Cancellation | Bluetooth 5.3.,4.3,37,https://images.unsplash.com/photo-wjEcEOI8rWg?auto=format&fit=crop&w=300&q=80
